name,name_modify,category,y_coord,x_coord,address_str,address_jibun,tel,num_site,area,area_bldg,available_ppl,parking,conv,safety,etc_bldg,time,price,tel_admin,admin,collect_date,admin_code,admin_name
파인 관광농원,파인관광농원,야영장,37.21486259,127.5317185,경기도 여주시 가남읍 경충대로 1483-25,,031-883-7103,4,2781,48,20,,화장실+전기시설+샤워실+상하수도 시설,소화기+잔불처리시설+방송시설+CCTV,수영장,,"110,000~130,000원",031-887-3573,경기도 여주시청,2019-03-29,5700000,경기도 여주시
오베르네 캠핑,오베르네캠핑,야영장,35.72440081,129.4157428,경상북도 경주시 양남면 석읍한티길 86-34,경상북도 경주시 양남면 석읍리 23,000-0000-0000,6,811,76,24,,화장실 등,소화기 등,,,,054-779-6083,경상북도 경주시청,2019-09-21,5050000,경상북도 경주시
오글오글오토캠핑장,오글오글오토캠핑장,야영장,35.76070621,129.0624914,경상북도 경주시 산내면 문복로 1637-32,경상북도 경주시 산내면 내일리 991-2,000-0000-0000,4,9178,48,48,,화장실 등,소화기 등,,,,054-779-6083,경상북도 경주시청,2019-09-21,5050000,경상북도 경주시
경주힐링캠프,경주힐링캠프,야영장,35.81578599,129.0407402,경상북도 경주시 산내면 장사길 418-53,경상북도 경주시 산내면 감산리 1456,000-0000-0000,4,4339,81,60,,화장실 등,소화기 등,,,,054-779-6083,경상북도 경주시청,2019-09-21,5050000,경상북도 경주시
캠프아이엔지,캠프아이엔지,자동차야영장,35.96909658,129.2525277,경상북도 경주시 강동면 호명큰골길 47,경상북도 경주시 강동면 호명리 18,000-0000-0000,28,5253,260,100,,화장실 등,소화기 등,,,,054-779-6083,경상북도 경주시청,2019-09-21,5050000,경상북도 경주시
광주패밀리랜드 카라반캠핑장,광주패밀리랜드카라반캠핑장,자동차야영장,35.22192382,126.8943993,광주광역시 북구 우치로 677,광주광역시 북구 생용동 90,062-607-8011,1,8222.5,48,130,40,전기시설+상하수도시설+취사장+카라반,소화기+대피공간+관리요원,,14:00~익일 11:00,"95,000원~220,000원",062-410-6176,광주광역시 북구청,2019-09-25,3620000,광주광역시 북구
광주시민의숲 야영장,광주시민의숲야영장,자동차야영장,35.23301873,126.8663366,광주광역시 북구 추암로190(월출동),광주광역시 북구 월출동 968,062-613-6476,19,9000,114.8,205,86,전기시설+상하수도시설+샤워실+취사장,소화기+대피공간+관리요원,,14:00~익일 12:00,"20,000원",062-410-6625,광주광역시 북구청,2019-09-25,3620000,광주광역시 북구
광주시민의숲 야영장,광주시민의숲야영장,야영장,35.23301873,126.8663366,광주광역시 북구 추암로190(월출동),광주광역시 북구 월출동 968,062-613-6476,38,9000,114.8,205,86,전기시설+상하수도시설+샤워실+취사장,소화기+대피공간+관리요원,,14:00~익일 12:00,"15,000원",062-410-6625,광주광역시 북구청,2019-09-25,3620000,광주광역시 북구
비채야영장,비채야영장,야영장,35.925627,127.306478,전라북도 완주군 동상면 동상로 1260-13,전라북도 완주군 동상면 사봉리 921,063-229-0011,15,4980,,60,19,상하수도시설+전기시설+화장실+샤워실+취사시설+소매점 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
로뎀하우스,로뎀하우스,야영장,36.02548741,127.3506613,전라북도 완주군 운주면 금고당로 1070-14,전라북도 완주군 운주면 고당리 524,000-0000-0000,36,4588,,150,36,상하수도시설+전기시설+화장실+샤워실+취사시설+소매점 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
호연재,호연재,야영장,35.89351683,127.241365,전라북도 완주군 소양면 송광수만로 373-16,전라북도 완주군 소양면 대흥리 480,000-0000-0000,23,4856,,120,30,상하수도시설+전기시설+화장실+샤워실+취사시설+소매점+글램핑 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
완주소양캠핑장,완주소양캠핑장,야영장,35.86309806,127.2700595,전라북도 완주군 소양면 해월신왕길 144-19,전라북도 완주군 소양면 해월리 898,063-241-6155,52,11800,,300,30,상하수도시설+전기시설+화장실+샤워실+취사시설 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
선야봉캠핑장,선야봉캠핑장,야영장,36.05253143,127.3431412,전라북도 완주군 운주면 금고당로 727,전라북도 완주군 운주면 고당리 230,000-0000-0000,20,4720,,80,50,상하수도시설+전기시설+화장실+취사시설 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
예원캠핑장,예원캠핑장,야영장,35.92687576,127.2577151,전라북도 완주군 동상면 송광수만로 1079-126,전라북도 완주군 동상면 수만리 741,063-243-1011,17,4032,,80,40,상하수도시설+전기시설+화장실+취사시설 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
힐링캠핑장,힐링캠핑장,야영장,35.95978884,127.306841,전라북도 완주군 동상면 동상주천로 160-27,전라북도 완주군 동상면 신월리 223,000-0000-0000,30,4969,,120,40,상하수도시설+전기시설+화장실+샤워장 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
다람쥐쉼터야영장,다람쥐쉼터야영장,야영장,36.02934039,127.3484106,전라북도 완주군 운주면 금고당로 1014,전라북도 완주군 운주면 고당리 491,000-0000-0000,15,3885,,60,40,상하수도시설+전기시설+화장실+샤워장+취사시설 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
청산관광농원 캠핑장,청산관광농원캠핑장,야영장,36.013019,127.253692,전라북도 완주군 경천면 오복대석길 102-13,전라북도 완주군 경천면 경천리 397-8,063-262-3333,21,6111,,80,40,상하수도시설+전기시설+화장실+샤워장 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
완주에코오토캠핑장,완주에코오토캠핑장,야영장,35.98060136,127.3035286,전라북도 완주군 동상면 대아수목로 144-1,전라북도 완주군 동상면 대아리 279,000-0000-0000,20,3086,,110,25,상하수도시설+전기시설+주차장+화장실+샤워장+소매점+카라반 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
래미안밸리캠핑장,래미안밸리캠핑장,야영장,36.06113614,127.3406612,전라북도 완주군 운주면 금고당로 617,전라북도 완주군 운주면 고당리 179,000-0000-0000,45,4422,,150,50,상하수도시설+전기시설+화장실+샤워장 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
대둔산 글램핑 캠핑장,대둔산글램핑캠핑장,야영장,36.07687445,127.282654,전라북도 완주군 운주면 원장선로 42-209,전라북도 완주군 운주면 장선리 310-17,063-263-8070,9,2971,,60,20,상하수도시설+전기시설+화장실+글램핑 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
대둔산그린시티오토캠핑장,대둔산그린시티오토캠핑장,야영장,36.08742481,127.3437635,전라북도 완주군 운주면 산북신복길 56,전라북도 완주군 운주면 산북리 161,000-0000-0000,28,4990,,110,30,상하수도시설+전기시설+화장실+샤워장 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
아피오스빌리지야영장,아피오스빌리지야영장,야영장,35.9736831,127.1572926,전라북도 완주군 비봉면 천호로 235-38,전라북도 완주군 비봉면 봉산리 539-2,1899-5852,11,7197,,56,80,상하수도시설+전기시설+화장실 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
민들레동산야영장,민들레동산야영장,야영장,36.01358753,127.2411005,전라북도 완주군 화산면 하용마안길 35-152,전라북도 완주군 화산면 종리 57-1,063-261-5153,25,13199,,150,50,상하수도시설+전기시설+화장실+취사시설+카라반 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
고산무궁화오토캠핑장,고산무궁화오토캠핑장,자동차야영장,35.97398096,127.231515,전라북도 완주군 고산면 고산휴양림로 89,전라북도 완주군 고산면 오산리 808,063-290-2764,81,64300,,400,200,상하수도시설+전기시설+방문자센터+주차장+취사장+공동화장실+샤워실+카라반 등,소화기+확성기 등 방송장비+안전게시물+대피공간+관리요원 등,,,,063-290-2623,전라북도 완주군청,2019-11-26,4720000,전라북도 완주군
숲속가든캠핑장,숲속가든캠핑장,야영장,34.97781846,128.1332833,경상남도 사천시 사남면 삼상로 820,경상남도 사천시 사남면 계양리 383-6,055-854-2224,15,,,80,30,"화장실, 방갈로, 식당,상수도시설, 하수도시설, 전기시설","안전펜스, 소화기 등",수영장,상세확인요망,상세확인요망,055-831-2725,사천시 관광진흥과,2019-03-29,5340000,경상남도 사천시
추암오토캠핑장,추암오토캠핑장,자동차야영장,37.47709262,129.1591867,강원도 동해시 촛대바위길 28(추암동),강원도 동해시 추암동 1,033-539-3637,20,7000,113.8,32,32,전기시설+상하수도시설+샤워실+화장실,소화기+방활사+방송장비+안전게시물+관리요원,,지정일14:00~익일12:00,"27,000",033-530-2234,강원도 동해시청,2019-09-10,4210000,강원도 동해시
아름다운 캠프,아름다운캠프,자동차야영장,37.5746288,129.1133599,강원도 동해시 대진1길 47-2 (대진동),강원도 동해시 대진동 177-3,000-0000-0000,15,6234,95.2,41,41,전기시설+상하수도시설+샤워실+화장실,소화기+방활사+방송장비+안전게시물+관리요원,,지정일14:00~익일12:00,"30,000",033-530-2232,강원도 동해시청,2019-09-10,4210000,강원도 동해시
망상오토캠핑리조트 제2오토캠핑장,망상오토캠핑리조트제2오토캠핑장,자동차야영장,37.590133,129.094373,강원도 동해시 동해대로 6220(망상동),강원도 동해시 망상동 393-97,033-539-3618,17,25000,200,41,120,전기시설+상하수도시설+샤워실+화장실,소화기+방활사+방송장비+안전게시물+관리요원,,지정일14:00~익일12:00,"22,000",033-530-2234,강원도 동해시청,2019-09-10,4210000,강원도 동해시
동해망상오토캠핑리조트,동해망상오토캠핑리조트,자동차야영장,37.6004463,129.0784373,강원도 동해시 동해대로 6370(망상동),강원도 동해시 망상동 393-39,033-539-3600,59,83554,4832.9,64,100,전기시설+상하수도시설+샤워실+화장실,소화기+방활사+방송장비+안전게시물+관리요원,,지정일14:00~익일12:00,"27,000",033-530-2234,강원도 동해시청,2019-09-10,4210000,강원도 동해시
무릉계곡힐링캠프장,무릉계곡힐링캠프장,야영장,37.4634633,129.0193739,강원도 동해시 삼화로538(삼화동),강원도 동해시 삼화동 859,033-539-3700,62,5000,8.6,62,100,전기시설+상하수도시설+샤워실+화장실,소화기+방활사+방송장비+안전게시물+관리요원,,지정일14:00~익일12:00,"15,000",033-530-2234,강원도 동해시청,2019-09-10,4210000,강원도 동해시
전원오토캠핑장,전원오토캠핑장,야영장,35.68433433,129.0502505,경상북도 경주시 산내면 문복로 578,경상북도 경주시 산내면 대현리 2372,000-0000-0000,22,3000,270,90,,화장실등,소화기등,,,,054-779-6082,경상북도경주시청,2019-09-21,5050000,경상북도 경주시
경주더숲관광농원,경주더숲관광농원,야영장,35.70898237,129.2565959,경상북도 경주시 내남면 내외로 731-107,경상북도 경주시 내남면 명계리 485-2,000-0000-0000,11,3680,306.36,40,,화장실등,소화기등,,,,054-779-6082,경상북도경주시청,2019-09-21,5050000,경상북도 경주시
사나래카라반캠핑,사나래카라반캠핑,야영장,35.70448808,129.0770596,경상북도 경주시 산내면 대현길 349,경상북도 경주시 산내면 대현리 140-10,000-0000-0000,7,1237,47.6,30,,화장실등,소화기등,,,,054-779-6082,경상북도경주시청,2019-09-21,5050000,경상북도 경주시
용천수캠핑장,용천수캠핑장,야영장,35.78587393,129.3078367,경상북도 경주시 마동큰마을5길 13-14,경상북도 경주시 마동 980,000-0000-0000,40,6181,101.26,160,,화장실등,소화기등,,,,054-779-6082,경상북도경주시청,2019-09-21,5050000,경상북도 경주시
스카이레저,스카이레저,야영장,35.81198605,129.3076345,경상북도 경주시 보불로 328-7,경상북도 경주시 하동 332-3,000-0000-0000,20,3249,99.59,80,,화장실등,소화기등,,,,054-779-6082,경상북도경주시청,2019-09-21,5050000,경상북도 경주시
경주생태원캠핑장,경주생태원캠핑장,야영장,35.86910944,129.2816444,경상북도 경주시 천북면 물천안길 31,경상북도 경주시 천북면 물천리 624-1,000-0000-0000,26,9550,877.22,90,,화장실등,소화기등,,,,054-779-6082,경상북도경주시청,2019-09-21,5050000,경상북도 경주시
에덴오토캠핑장,에덴오토캠핑장,야영장,35.82622864,129.5087399,경상북도 경주시 감포읍 동해안로 2507-3,경상북도 경주시 감포읍 오류리 215,000-0000-0000,2,1109,30,10,,화장실등,소화기등,,,,054-779-6082,경상북도경주시청,2019-09-21,5050000,경상북도 경주시
오류캠핑장,오류캠핑장,야영장,35.82111189,129.5085544,경상북도 경주시 감포읍 감포로 382-7,경상북도 경주시 감포읍 오류리 산127-1,054-775-8558,8,16321,642,318,,화장실 등,소화기 등,,,,054-779-6083,경상북도 경주시청,2019-09-21,5050000,경상북도 경주시
아델리아 캠핑장,아델리아캠핑장,야영장,35.80682236,129.3050935,경상북도 경주시 하동분접안길 14-26,경상북도 경주시 하동 254-4,054-772-7728,3,819,99,12,,화장실 등,소화기 등,,,,054-779-6083,경상북도 경주시청,2019-09-21,5050000,경상북도 경주시
텐타우스,텐타우스,야영장,35.96794653,129.2912151,경상북도 경주시 강동면 왕신숲골안길 5,경상북도 경주시 강동면 왕신리 669-1,054-761-6080,35,11101,951,150,,화장실 등,소화기 등,,,,054-779-6083,경상북도 경주시청,2019-09-21,5050000,경상북도 경주시
산내별빛오토캠핑장,산내별빛오토캠핑장,야영장,35.66404322,129.0581102,,경상북도 경주시 산내면 대현리 2689-4,054-751-2511,12,950,93,48,,화장실 등,소화기 등,,,,054-779-6083,경상북도 경주시청,2019-09-21,5050000,경상북도 경주시
동방캠핑하우스,동방캠핑하우스,야영장,35.81114836,129.254366,경상북도 경주시 망덕1길 75,경상북도 경주시 동방동 758-4,000-0000-0000,7,628,124,28,,화장실 등,소화기 등,,,,054-779-6083,경상북도 경주시청,2019-09-21,5050000,경상북도 경주시
펜션600캠핑장,펜션600캠핑장,야영장,35.81550569,129.256559,,경상북도 경주시 동방동 600-14,054-777-0600,7,1750,322,40,,화장실 등,소화기 등,,,,054-779-6083,경상북도 경주시청,2019-09-21,5050000,경상북도 경주시
가온누리캠핑체험장,가온누리캠핑체험장,야영장,35.98114727,129.1374522,경상북도 경주시 안강읍 호국로 2037,,054-762-2000,46,8579,600,200,,화장실 등,소화기 등,,,,054-779-6083,경상북도 경주시청,2019-09-21,5050000,경상북도 경주시
토함산자연휴양림,토함산자연휴양림,야영장,35.75674531,129.3721915,,경상북도 경주시 양북면 장항리 산599-1,054-772-1254,40,5000,122,160,,화장실 등,소화기 등,,,,054-779-6083,경상북도 경주시청,2019-09-21,5050000,경상북도 경주시
토함산관광농원,토함산관광농원,야영장,35.80183798,129.2984734,경상북도 경주시 보정로 264-97,경상북도 경주시 하동 461-1,000-0000-0000,8,674,161,32,,화장실 등,소화기 등,,,,054-779-6083,경상북도 경주시청,2019-09-21,5050000,경상북도 경주시
문복산캠핑장,문복산캠핑장,야영장,35.66052302,129.051475,경상북도 경주시 산내면 문복로 333-199,경상북도 경주시 산내면 대현리 2747-273,000-0000-0000,21,6634,731,84,,화장실 등,소화기 등,,,,054-779-6083,경상북도 경주시청,2019-09-21,5050000,경상북도 경주시
경주인동야영장,경주인동야영장,야영장,35.98831657,129.2632138,경상북도 경주시 강동면 인좌안길 32-33,경상북도 경주시 강동면 인동리 425-7,000-0000-0000,15,1582,398,60,,화장실 등,소화기 등,,,,054-779-6083,경상북도 경주시청,2019-09-21,5050000,경상북도 경주시
반딧불이 캠핑장,반딧불이캠핑장,야영장,35.71284995,129.0737817,,경상북도 경주시 산내면 대현리 195-1,000-0000-0000,12,2221,291,48,,화장실 등,소화기 등,,,,054-779-6083,경상북도 경주시청,2019-09-21,5050000,경상북도 경주시
산장펜션 캠핑장,산장펜션캠핑장,야영장,35.72144964,129.0691092,경상북도 경주시 산내면 대현길 132,경상북도 경주시 산내면 대현리 479,054-751-6602,10,2690,297,40,,화장실 등,소화기 등,,,,054-779-6083,경상북도 경주시청,2019-09-21,5050000,경상북도 경주시
별빛마루글램핑 캠핑장,별빛마루글램핑캠핑장,야영장,35.92233255,129.2939052,경상북도 경주시 천북면 새터흥림길 1-75,경상북도 경주시 천북면 화산리 91-3,054-774-5353,14,2737,355,100,,화장실 등,소화기 등,,,,054-779-6083,경상북도 경주시청,2019-09-21,5050000,경상북도 경주시
두메관광농원,두메관광농원,야영장,37.37516334,129.0682983,강원도 삼척시 미로면 준경길 459,강원도 삼척시 미로면 활기리 107-1,033-574-7272,13,29990,54,52,60,전기시설+상하수도시설+샤워실,소화기,샤워장 화장실,,"30,000",033-570-3841,삼척시청 관광정책과,2019-05-15,4240000,강원도 삼척시
삼척엘림캠핑장,삼척엘림캠핑장,야영장,37.32480366,129.2328307,강원도 삼척시 근덕면 내평길 233-12,강원도 삼척시 근덕면 동막리 산205-1,000-000-0000,30,2030,25,120,30,전기시설+상하수도시설+샤워실,소화기,샤워장 화장실,,"30,000",033-570-3841,삼척시청 관광정책과,2019-05-15,4240000,강원도 삼척시
별빛야영장,별빛야영장,야영장,37.10205409,129.1792999,강원도 삼척시 가곡면 덕풍길 918,강원도 삼척시 가곡면 풍곡리 183-1,000-000-0000,35,4550,131,110,35,전기시설+상하수도시설+샤워실,소화기,샤워장 화장실,,"30,000",033-570-3841,삼척시청 관광정책과,2019-05-15,4240000,강원도 삼척시
내평계곡야영장,내평계곡야영장,야영장,37.3249034,129.235753,강원도 삼척시 근덕면 내평길 190,강원도 삼척시 근덕면 동막리 690-6,033-572-7155,20,1557,16,60,10,전기시설+상하수도시설+샤워실,소화기,샤워장 화장실,,"30,000",033-570-3841,삼척시청 관광정책과,2019-05-15,4240000,강원도 삼척시
동막골야영장,동막골야영장,야영장,37.32417719,129.2341387,강원도 삼척시 근덕면 내평길 223-1,강원도 삼척시 근덕면 동막리 675,033-575-8715,15,998,16,45,10,전기시설+상하수도시설+샤워실,소화기,샤워장 화장실,,"30,000",033-570-3841,삼척시청 관광정책과,2019-05-15,4240000,강원도 삼척시
덕풍계곡솔밭야영장,덕풍계곡솔밭야영장,야영장,37.0961176,129.1877895,강원도 삼척시 가곡면 덕풍길 1091-46,강원도 삼척시 가곡면 풍곡리 177-2,000-000-0000,17,1600,54,85,20,전기시설+상하수도시설+샤워실,소화기,샤워장 화장실,,"30,000",033-570-3841,삼척시청 관광정책과,2019-05-15,4240000,강원도 삼척시
덕풍계곡마을야영장,덕풍계곡마을야영장,야영장,37.12468981,129.1559535,강원도 삼척시 가곡면 풍곡안길 17-18,강원도 삼척시 가곡면 풍곡리 463,033-576-0394,59,9265,325,352,120,상하수도시설+샤워실,소화기,"방갈로 15동, 샤워장",,"30,000",033-570-3841,삼척시청 관광정책과,2019-05-15,4240000,강원도 삼척시
국립검봉산자연휴양림,국립검봉산자연휴양림,야영장,37.23987599,129.3021641,강원도 삼척시 원덕읍 임원안길 525-145,강원도 삼척시 원덕읍 임원리 산1,033-574-2553,22,3063,172,88,45,상하수도시설+샤워실,소화기,위생복합시설 2동,,"30,000",033-570-3841,삼척시청 관광정책과,2019-05-15,4240000,강원도 삼척시
장안캠프,장안캠프,야영장,35.34181782,129.252383,부산광역시 기장군 장안읍 장안로 18,부산광역시 기장군 장안읍 기룡리 448번지,000-0000-0000,68,,491.11,320,30,화장실+샤워실+취사장+매점+전기시설+상하수시설,소화기+ 화재감지기+ 대피소,글램핑,24시간,100000~200000,051-709-4084,부산광역시 기장군청,2019-02-14,3400000,부산광역시 기장군
초원 숲속 야영장,초원숲속야영장,야영장,35.34493946,129.188035,부산광역시 기장군 정관읍 병산1길 18 (병산골정원),부산광역시 기장군 정관읍 병산리 566번지,051-727-3067,7,5854,399.72,60,20,화장실+샤워실+취사장+매점+전기시설+상하수시설,소화기+ 화재감지기+ 대피소,글램핑,24시간,30000~200000,051-709-4084,부산광역시 기장군청,2019-02-14,3400000,부산광역시 기장군
더무빙카라반캠핑,더무빙카라반캠핑,야영장,35.3226607,129.2700895,부산광역시 기장군 장안읍 해맞이로 290,부산광역시 기장군 장안읍 월내리 552-15번지,1577-8446,1,659,78.37,48,12,화장실+샤워실+취사장+매점+전기시설+상하수시설,소화기+ 화재감지기+ 대피소,카라반,24시간,97000~185000,051-709-4084,부산광역시 기장군청,2019-02-14,3400000,부산광역시 기장군
제이스글램핑,제이스글램핑,야영장,35.27723713,129.2343338,부산광역시 기장군 일광면 이천8길 132-20,부산광역시 기장군 일광면 화전리 135번지,051-714-0838,4,4065,182.84,16,11,화장실+샤워실+취사장+전기시설+상하수시설,소화기+ 화재감지기+ 대피소,글램핑,24시간,130000~200000,051-709-4084,부산광역시 기장군청,2019-02-14,3400000,부산광역시 기장군
지오클럽,지오클럽,야영장,35.25778729,129.2353201,부산광역시 기장군 일광면 기장해안로 1272 (약수터민박),부산광역시 기장군 일광면 삼성리 151-1번지,000-0000-0000,1,495.8,,37,8,화장실+샤워실+취사장+전기시설+상하수시설,소화기+ 화재감지기+ 대피소,카라반,24시간,100000~300000,051-709-4084,부산광역시 기장군청,2019-02-14,3400000,부산광역시 기장군
부산카라반파크,부산카라반파크,야영장,35.309454,129.259321,부산광역시 기장군 일광면 일광로 763,부산광역시 기장군 일광면 문동리 72번지,051-727-2111,2,2763,112.74,100,30,화장실+샤워실+취사장+전기시설+상하수시설,소화기+ 화재감지기+ 대피소,카라반,24시간,80000~360000,051-709-4084,부산광역시 기장군청,2019-02-14,3400000,부산광역시 기장군
기장일출랜드,기장일출랜드,야영장,35.272268,129.2485088,부산광역시 기장군 일광면 일광로 292,부산광역시 기장군 일광면 이천리 145-20번지,051-724-1106,10,2791,95.04,27,,화장실+샤워실+취사장+전기시설+상하수시설,소화기+ 화재감지기+ 대피소,,24시간,100000~200000,051-709-4084,부산광역시 기장군청,2019-02-14,3400000,부산광역시 기장군
호수글램핑,호수글램핑,야영장,35.34644058,129.1851544,부산광역시 기장군 정관읍 병산로 221-19,부산광역시 기장군 정관읍 병산리 550-1번지,051-727-3250,10,2795,453.08,60,15,화장실+샤워실+취사장+매점+전기시설+상하수시설,소화기+ 화재감지기+ 대피소,,24시간,134000~208000,051-709-4084,부산광역시 기장군청,2019-02-14,3400000,부산광역시 기장군
만석꾼캠핑장,만석꾼캠핑장,야영장,35.331168,129.270597,,부산광역시 기장군 장안읍 월내리 368-1번지,000-0000-0000,12,2100,405.58,24,8,화장실+샤워실+취사장+매점+전기시설+상하수시설,소화기+대피소,,24시간,35000,051-709-4084,부산광역시 기장군청,2019-02-14,3400000,부산광역시 기장군
나주 글램핑 어스,나주글램핑어스,야영장,35.03661922,126.705157,전라남도 나주시 경현길 65 (경현동),전라남도 나주시 경현동 96-1,061-333-0720,1,1058,0,32,5,상하수도시설+샤워실+화장실,소화기+대피공간,글램핑7,지정일 14:00 익일 11:00,"150,000원",061-339-8592,전라남도 나주시청,2019-07-01,4830000,전라남도 나주시
자연애스토리,자연애스토리,야영장,35.09699498,126.6617215,전라남도 나주시 문평면 학교평전길 122,전라남도 나주시 문평면 학교리 160-2,061-333-2996,20,6485,174.8,80,10,상하수도시설+샤워실+화장실,소화기+대피공간,,지정일 17:00 익일 15:00,"25,000원",061-339-8592,전라남도 나주시청,2019-07-01,4830000,전라남도 나주시
국립나주박물관 야외체험장,국립나주박물관야외체험장,야영장,34.914852,126.6589031,전라남도 나주시 반남면 고분로 747,전라남도 나주시 반남면 신촌리 152-25,061-330-7800,5,7381,74,40,83,상하수도시설+샤워실+화장실,소화기+대피공간,카라반5,지정일 14:00 익일 12:00,"50,000원",061-339-8592,전라남도 나주시청,2019-07-01,4830000,전라남도 나주시
비토애,비토애,야영장,34.98358439,127.9668386,경상남도 사천시 서포면 토끼로 234,경상남도 사천시 서포면 비토리 255-31,000-0000-0000,5,,,20,10,"전기시설,화장실,샤워실, 취사시설 등","안전돌담, 소화기 등",,상세확인요망,상세확인요망,055-831-2725,사천시 관광진흥과,2019-03-29,5340000,경상남도 사천시
비토 국민여가캠핑장,비토국민여가캠핑장,야영장,34.96552371,127.9827305,경상남도 사천시 서포면 용궁로 124,경상남도 사천시 서포면 비토리 9-4,070-8988-4000,40,,,172,64,"전기시설, 화장실,샤워실 등","안전펜스, 소화기 등",카라반 3대,14:00~익일11:00,상세확인요망,055-831-2725,사천시 관광진흥과,2019-03-29,5340000,경상남도 사천시
비토섬오토캠핑장,비토섬오토캠핑장,자동차야영장,34.98456494,127.966399,경상남도 사천시 서포면 토끼로 245-5,경상남도 사천시 서포면 비토리 255-4,055-855-4241,9,,,80,16,"전기시설, 화장실, 공동바비큐실","안전펜스, 소화기 등",카라반 5대,15:00~익일11:30,상세확인요망,055-831-2725,사천시 관광진흥과,2019-03-29,5340000,경상남도 사천시
솔섬오토캠핑장,솔섬오토캠핑장,자동차야영장,34.98763434,127.965791,경상남도 사천시 서포면 토끼로 245-29,경상남도 사천시 서포면 비토리 283-14,055-854-0404,30,,,128,32,"전기시설, 화장실, 공동바비큐실","안전펜스, 소화기 등",이동식 물놀이시설,14:00~익일12:00,상세확인요망,055-831-2725,사천시 관광진흥과,2019-03-29,5340000,경상남도 사천시
장승마을,장승마을,야영장,36.5570395,127.0218218,충청남도 공주시 유구마곡사로 1231,충청남도 공주시 사곡면 운암리 511,041-841-5220,36,,,144,,화장실 1동/취사장1/샤워장8,소화기,,,,041-840-8081,공주시,2019-09-25,4500000,충청남도 공주시
석수캠핑장,석수캠핑장,야영장,36.56780565,126.9961212,충청남도 공주시 유구읍 유구마곡사로 578,충청남도 공주시 유구읍 구계리 1-20,041-841-9100,30,,,120,,화장실 1동/취사장1/샤워장7,소화기,,,,041-840-8081,공주시,2019-09-25,4500000,충청남도 공주시
일월관광농원캠핑,일월관광농원캠핑,야영장,36.3646792,127.041236,충청남도 공주시 이인면 산소골길 80,충청남도 공주시 이인면 달산리 306-1,041-852-6562,35,,,140,,화장실 1동/취사장1/샤워장6,소화기,,,,041-840-8081,공주시,2019-09-25,4500000,충청남도 공주시
마곡사힐링캠프,마곡사힐링캠프,야영장,36.56122501,127.0375735,충청남도 공주시 사곡면 말구리길 1,충청남도 공주시 사곡면 회학리 354-1,000-0000-0000,10,,,40,,화장실 1동/취사장1/샤워장5,소화기,,,,041-840-8081,공주시,2019-09-25,4500000,충청남도 공주시
계룡산상신농촌체험휴양마을협의회,계룡산상신농촌체험휴양마을협의회,야영장,36.3835524,127.2138367,충청남도 공주시 반포면 상하신길 454-6,충청남도 공주시 반포면 상신리 351,041-852-1479,10,896,,40,,화장실 1동/취사장1/샤워장4,소화기,,,,041-840-8081,공주시,2019-09-25,4500000,충청남도 공주시
